Corpus;EjemploID;Búsqueda;Marca;Concordancia;DOCUMENTO;Siglo;Año;Fecha_procesada;Pais_actual;Autor_hombre_o_mujer;Autor_datos_etnicos;Tipo_textual;Como_citar;Articulo_enca;Prep_anterior;Casa;Prep_posterior;Verbo;Observaciones
CORDIAM;1176;casa;v; … puerta de su calle, / bido salir al susodicho de casa de la / dicha María de Albarado, y abiendole /5 …;DLNEAT62;17;1668;1668;GUA;hombre;s/d;Documentos jurídicos;[Año 1668, Guatemala, Documentos jurídicos, CORDIAM];Otra_preposicion;de;casa;de;procedencia;
CORDIAM;1177;casa;v; …do, le dijo que cómo se atrebía / a entrarse en casa de una muger / casada y causar semejante alboroto…;DLNEAT62;17;1668;1668;GUA;hombre;s/d;Documentos jurídicos;[Año 1668, Guatemala, Documentos jurídicos, CORDIAM];Válida;en;casa;de;ambiguo;entrarse!
CORDIAM;1178;casa;v; …nonbrada doña / Sebastiana que abía salido de / casa de la dicha María de Albarado, / a la cual se le…;DLNEAT62;17;1668;1668;GUA;hombre;s/d;Documentos jurídicos;[Año 1668, Guatemala, Documentos jurídicos, CORDIAM];Otra_preposicion;de;casa;de;procedencia;
CORDIAM;1179;casa;v; …ones bido entrar a la / dicha doña Sebastiana en casa de la / dicha María de Albarado, a donde hordina…;DLNEAT62;17;1668;1668;GUA;hombre;s/d;Documentos jurídicos;[Año 1668, Guatemala, Documentos jurídicos, CORDIAM];Válida;en;casa;de;ambiguo;
CORDIAM;1180;casa;v; …clarasiones de los testigos que tenia estándo en casa de Don Pedro de Ocampo casi que deste dicho puebl…;DiazCollazosII:1;17;1669;1669;COL;hombre;s/d;Documentos jurídicos;[Año 1669, Colombia, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1181;casa;v; …redones caidos y desechos y señales de aber sido casa y estando Presente hun yndio llamado andres de la…;;17;1671;1671;ARG;hombre;español;Documentos administrativos;[Año 1671, Argentina, Documentos administrativos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1182;casa;v; …a Ello le apremien como / por sentensia pasada en casa jusgada / y lo firmo su merçed de dicho señor o…;;17;1672;1672;CHI;hombre;s/d;Documentos administrativos;[Año 1672, Chile, Documentos administrativos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1183;casa;v;Salomón, fieles, os ha de predicar esta Quaresma sabidurías que son ignorancias para que en vosotros (quando él, pecador, fue sabio ignorante) sean sus ignorancias sabidurías. ¡Y qué bien! En casa de Gerónimo para que a un sabio ignorante emule un sapientíssimo doctor, tanto de la Iglesia aqueste como de su templo aquel. ;ADB;17;1672;1672;MEX;hombre;;Prosa varia;[Año 1672, México, Prosa varia, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1184;casa;v; …\. Otra razón da san Cirilo y es que haviendo en casa de Anás pactado la venta Judas, no haviéndole h…;ADB;17;1674;1674;MEX;hombre;;Prosa varia;[Año 1674, México, Prosa varia, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1185;casa;v; …este subir agora a Jerusalén a ser presentado en casa de Anás, primero a este mal pontífice y despué…;ADB;17;1674;1674;MEX;hombre;;Prosa varia;[Año 1674, México, Prosa varia, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1186;casa;v; …ici?> \\\Io 18, 22.\\\ // Presentado el Señor en casa de Anás fue desde allí remitido a la de Caifás…;ADB;17;1674;1674;MEX;hombre;;Prosa varia;[Año 1674, México, Prosa varia, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1187;casa;v;Estava este falso alevoso dicípulo a la mira de todo en casa de Caifás y viendo la determinción del concilio…;ADB;17;1674;1674;MEX;hombre;;Prosa varia;[Año 1674, México, Prosa varia, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1188;casa;v; …quí entró a padecer. Traxeron pues al Señor de casa de Caifás a la de Pilatos y en cuyo pretorio, en…;ADB;17;1674;1674;MEX;hombre;;Prosa varia;[Año 1674, México, Prosa varia, CORDIAM];Otra_preposicion;de;casa;de;procedencia;
CORDIAM;1189;casa;v; …ación.\\\ // ¡Oh lo que padeció el Redentor en casa de Pilatos presidente! ¿Pero no fue este juez el…;ADB;17;1674;1674;MEX;hombre;;Prosa varia;[Año 1674, México, Prosa varia, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1190;casa;v; …tu pensamiento? ¿Hacer de la vivienda de tu casa casa de contratación y socapa de vellaquerías metien…;ADB;17;1675;1675;MEX;hombre;;Prosa varia;[Año 1675, México, Prosa varia, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1191;casa;v; … le dio licencia para no dejarle hacienda, hijos, casa, ni salud, hasta ponerlo en un muladar—. Consid…;ADB;17;1675;1675;MEX;hombre;;Prosa varia;[Año 1675, México, Prosa varia, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1192;casa;v; …s los yndios al dicho pueblo y auiendo llegado en casa del gouernador Donde se auia aposentado {f.5v} el…;ER:2;17;1677;1677;ECU;hombre;criollo;Documentos jurídicos;[Año 1677, Ecuador, Documentos jurídicos, CORDIAM];Válida;en;casa;de;movimiento;
CORDIAM;1193;casa;v; …ziudad hise çierta / diligençia de justiçia en casa de doña maria orosco / su hermana como es public…;RA1959c;17;1680;1680;CHI;varios;varios;Documentos jurídicos;[Año 1680, Chile, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1194;casa;v; …s, cuando con la sangre real de su excelentísima casa se hallan hoy esmaltados no sólo los lirios fran…;;17;1680;1680;MEX;hombre;;Textos cronísticos;[Año 1680, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1195;casa;v; … otras veces lo ha hecho su real y excelentísima casa con las que ilustran la Europa. // Esto es lo que…;;17;1680;1680;MEX;hombre;;Textos cronísticos;[Año 1680, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1196;casa;v; …ánimos, y es mucho mejor conocer los triunfos en casa>, dijo Papin, Stat., lib. 5, Sylu. Y aunque es ve…;CSG;17;1680;1680;MEX;hombre;;Textos cronísticos;[Año 1680, México, Textos cronísticos, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;1197;casa;v; …o de la laguna, con derecho tan conocido a aquesa casa del cielo, pues es uno mismo su origen, ¿cómo p…;;17;1680;1680;MEX;hombre;;Textos cronísticos;[Año 1680, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1198;casa;v; …l qual abra / ocho meses poco mas o menos llego a casa de este / confesante que vive en la chacra de mue…;Egido2;17;1682;1682;BOL;hombre;s/d;Documentos jurídicos;[Año 1682, Bolivia, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;1199;casa;v;" …tas /35 vocaciones; el dicho Diego Laime y en que casa se juntaban / para este efecto Dixo que no lo sab…";Egido2;17;1682;1682;BOL;hombre;s/d;Documentos jurídicos;[Año 1682, Bolivia, Documentos jurídicos, CORDIAM];Mencionable;en;casa;interrogativo;estado;
CORDIAM;1200;casa;v;" …); y le a comunica[do] /25 (...) [alo]xadose en / casa de (...) en aquel paraje; / que oy (...) pueblo p…";Egido2;17;1682;1682;BOL;hombre;s/d;Documentos jurídicos;[Año 1682, Bolivia, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;Pero no sabemos el término de la prep…
CORDIAM;1201;casa;v; …ho Monasterio, buscamos, y procuramos con cuydado casa suficiente, y acomodada, sana, y capaz para el di…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1202;casa;v; …va de la clausura, que de presente teneis en essa casa, que Nos por la presente os habemos por absueltas…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Mencionable;en;casa;demostrativo;estado;
CORDIAM;1203;casa;v; … dijiste: Fulano (¡quién tal creyera!) entra en casa de fulana y esto es muy a menudo y no me parece b…;ADB;17;1681;1681;MEX;hombre;;Prosa varia;[Año 1681, México, Prosa varia, CORDIAM];Válida;en;casa;de;ambiguo;
CORDIAM;1204;casa;v; …do a Doeg idumeo, que lo havía visto, huyendo en casa de Achimelec, porque era este Doeg uno de los pri…;ADB;17;1681;1681;MEX;hombre;;Prosa varia;[Año 1681, México, Prosa varia, CORDIAM];Válida;en;casa;de;movimiento;huir
CORDIAM;1205;casa;v;Aquí no tuvo David género de duda del daño que pudo hazerle el idumeo y aunque se vió entonces peligrado, no tanto como quando estuvo en Maón, porque en Maón se hallaba entre amigos falsos y enemigos ocultos, y en casa de Achimelec entre verdaderos enemigos y contrari…;ADB;17;1681;1681;MEX;hombre;;Prosa varia;[Año 1681, México, Prosa varia, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1206;casa;v; …itos del rey Faraón. Pues considérenlo agora en casa de su amo sirviéndolo como esclavo. Pero tengan,…;ADB;17;1681;1681;MEX;hombre;;Prosa varia;[Año 1681, México, Prosa varia, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1207;casa;v; …acia (y sin culpa suya), la que havía hallado en casa de Putifar y sobrole la gracia (bien que no sin p…;ADB;17;1681;1681;MEX;hombre;;Prosa varia;[Año 1681, México, Prosa varia, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1208;casa;v; … empeño en que los ponia el ser con especialidad casa propria de nuestro Rey la que se estrenaba, quisi…;;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1209;casa;v;" … que las mas horas del dia se exercitase fuera de casa en los negocios forenses; lo qual hazia siempre c…";;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1210;casa;v; …s de haverse abaluado todo su caudal, y menaje de casa en tres mil novecientos y sesenta y seis pesos, y…;;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1211;casa;v; …do en Mexico antes de Quaresma (pues la ayunò en casa de Luis Zapata à pan, y agua, como en su histori…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1212;casa;v;" …ncisco havia hecho cuando dexò el mundo; vine à casa, y cortème los cabellos, y di quantos juguetes t…";CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Sin término;a;casa;sin término;movimiento;
CORDIAM;1213;casa;v; …n dicha quando todos se iban y me dexaban sola en casa. Como oìa dezir que Dios no oye à los Pecadores…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;1214;casa;v; … dia se la hallè en su escritorio sin saberlo en casa persona alguna, ni yo lo dixe por escusar algun r…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;1215;casa;v; …: Traxo à posar por algunos dias à vn quarto de casa vn hombre grave, soltero, y el mayor embustero de…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1216;casa;v; …o de Mexico, y supe havia hecho grandes daños en casa honradas, y que no havia seguridad en la vezindad…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Mencionable;en;casa;adjetivo;estado;
CORDIAM;1217;casa;v; …as que me quedaba sola estando este mal hombre en casa, pues aunque cerraba las puertas, en los corrales…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;1218;casa;v; …arian muy buen sentido, que me quedase yo sola en casa estando en ella aquel hombre, y tal qual era: Vid…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;1219;casa;v; … alli. Luego aquella tarde, que era Jueves fue à casa, y Dios que quiso le diò tan eficaces razones, q…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Sin término;a;casa;sin término;movimiento;
CORDIAM;1220;casa;v; …iones, y era tan chica, que quando venia gente á casa, como á juguete me sacaba mi Padre para que vies…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Sin término;a;casa;sin término;movimiento;
CORDIAM;1221;casa;v;" …; y libros {f.135v} de toda la renta que havia en casa que se los quitaron al Mayordomo, sin cuenta ni r…";CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;1222;casa;v; … y mandaronme tubiese todo el dinero que havia en casa, y acudian à mi todas las officialas, y les daba…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;1223;casa;v; … Tenia gran cantidad de vna purga que se hazia en casa, y la tomaba muy à menudo, porque me dezian era …;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;1224;casa;v; …clinaciones, y tan limosnero que no havia cosa en casa que no la diesse à los pobres, y aun hasta su ve…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;1225;casa;v; …de vivir consagrada à Dios le huyo de la humilde casa de sus pobres Padres, entrandose para ello en la …;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];Mencionable;de;la humilde casa;de;procedencia;
CORDIAM;1226;casa;v; …vida. Dexò à su muger por heredera del ajuar de casa, que era muy bueno, y de vna dita muy mala de tre…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1227;casa;v; …el lugar, al despedirse le dixo esta: “Vuelve a casa pan perdido, mira lo que hazes”. Estas palabras…;CSG;17;ca. 1682;1682;MEX;hombre;;Textos cronísticos;[Año ca. 1682, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1228;casa;v; … de la presencia de Dios! Allá lo verá. Fuese a casa de Job y sin sentir invisiblemente le hirió y ll…;ADB;17;1683;1683;MEX;hombre;;Prosa varia;[Año 1683, México, Prosa varia, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;1229;casa;v; …eues oras boluio el dicho su hijo y dise / que en casa del gouernador de los mansos llamado Luis estaua …;Cibola8a;17;1684;1684;EUA;hombre;español;Documentos jurídicos;[Año 1684, Estados Unidos, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1230;casa;v;"lo a uenido a delatar para que se ponga el remedio que combenga; /20 con lo qual los yse retirar, asi al dicho Pedro como a el dicho su hijo, / el vno a casa del capitan Don Alonso de Aguilar y el otro a cas…";Cibola8a;17;1684;1684;EUA;hombre;español;Documentos jurídicos;[Año 1684, Estados Unidos, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;1231;casa;v;"lo a uenido a delatar para que se ponga el remedio que combenga; /20 con lo qual los yse retirar, asi al dicho Pedro como a el dicho su hijo, / el vno a casa del capitan Don Alonso de Aguilar y el otro a casa del sargento / mayor Juan Lusero, asiendo asentar…";Cibola8a;17;1684;1684;EUA;hombre;español;Documentos jurídicos;[Año 1684, Estados Unidos, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;1232;casa;v; …ma coxo que esta siempre en el / convento y va en casa de Alonso Garsia. Le auisaremos para que la dispa…;Cibola8dd;17;1684;1684;EUA;hombre;indio;Documentos jurídicos;[Año 1684, Estados Unidos, Documentos jurídicos, CORDIAM];Válida;en;casa;de;movimiento;
CORDIAM;1233;casa;v; …ue es el que los llamaua a todos y los juntaua en casa {f.148v} del dicho gouernador, y asimismo Francis…;Cibola8e;17;1684;1684;EUA;hombre;indio;Documentos jurídicos;[Año 1684, Estados Unidos, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1234;casa;v; …a noche pasada en que se yso la postrera junta en casa / de Luis el gouernador, se trato que luego al pu…;Cibola8f;17;1684;1684;EUA;hombre;indio;Documentos jurídicos;[Año 1684, Estados Unidos, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1235;casa;v;y que saue que lo prendieron porque se a juntado / algunas veses con vnos yndios christianos en casa del gouernador Luis y en / otras partes a tratar …;Cibola8i;17;1684;1684;EUA;hombre;indio;Documentos jurídicos;[Año 1684, Estados Unidos, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1236;casa;v; …an / que auian pasado, estando este declarante en casa del sargento mayor Juan Luser[o], / llego alli vn…;Cibola8u;17;1684;1684;EUA;hombre;indio;Documentos jurídicos;[Año 1684, Estados Unidos, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1237;casa;v;En 18 de julio de 1684 años ajustamos cuentas / de lo que se llevó en casa del señor benefisiado, i me / rresta a deber sie…;DLNECC135a;17;1684;1684;MEX;hombre;s/d;Documentos entre particulares: cartas y otros;[Año 1684, México, Documentos entre particulares: cartas y otros, CORDIAM];Válida;en;casa;de;ambiguo;Doble lectura
CORDIAM;1238;casa;v; …a. / Francisco: embiarás dos mulas y costales en casa / de don Bernardino por dos cargas de trigo. / Y …;DLNECC135e;17;1684;1684;MEX;hombre;s/d;Documentos entre particulares: cartas y otros;[Año 1684, México, Documentos entre particulares: cartas y otros, CORDIAM];Válida;en;casa;de;movimiento;
CORDIAM;1239;casa;v; …elas blancas /5 para haser conserba para los / de casa, y embiame dos libras de / chocolate. / El cura. …;;17;1684;1684;MEX;hombre;s/d;Documentos entre particulares: cartas y otros;[Año 1684, México, Documentos entre particulares: cartas y otros, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1240;casa;v; …o se que juego de naypes en un quarto de la mesma casa que de don estaua el dicho postumo lo diuidia una…;;17;1686;1686;ARG;varios;varios;Documentos jurídicos;[Año 1686, Argentina, Documentos jurídicos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1241;casa;v; …y quando entraua algun español u otra persona de casa dauan a entender que el hijo de la india fuera el…;;17;1686;1686;ARG;varios;varios;Documentos jurídicos;[Año 1686, Argentina, Documentos jurídicos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1242;casa;v; …editaban con toda la gente de fuera y la demas de casa que el niño postumo biuia y a la ora que le pare…;;17;1686;1686;ARG;varios;varios;Documentos jurídicos;[Año 1686, Argentina, Documentos jurídicos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1243;casa;v; … / de este presente año por la tarde, estando en casa del padre désta, que / entonces era en la calle …;DLNECC142;17;1688;1688;MEX;hombre;criollo;Documentos jurídicos;[Año 1688, México, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1244;casa;v; …Y que en otras / dos o tres ocasiones le havia dicho se fuesse a confesar con él. Y que la una / fue el dia de san Joseph de este año, en casa del dicho Roque y en / su presençia. Y que le ha…;DLNECC142;17;1688;1688;MEX;hombre;criollo;Documentos jurídicos;[Año 1688, México, Documentos jurídicos, CORDIAM];Válida;en;casa;de;movimiento;
CORDIAM;1245;casa;v; A Joseph, mulato, que sirbe al lizenziado don Balthasar / de Zespedes, açerca de la escandalosa / continuaçion en casa de dicha beata el dicho reverendo / padre Luzuria…;DLNECC143;17;1688;1688;MEX;hombre;s/d;Documentos jurídicos;[Año 1688, México, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1246;casa;v; … dicha çiudad de Guaxaca, / en el mismo día, en casa de don Ambrosio el Real, se / bolbió a ofreser a…;;17;1689;1689;MEX;hombre;s/d;Documentos jurídicos;[Año 1689, México, Documentos jurídicos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1247;casa;v; …idad nunca mancha,  porque aunque tercia blasona  casa de aceite en España,  no hay alcuzas que lo coja…;;17;ca. 1689;1689;PER;hombre;;Poesía;[Año ca. 1689, Perú, Poesía, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1248;casa;v;"Respuesta de la muerte al médico\\\
Señor doctor don Tercianas
y licenciado Venenos,
señor de horca y cuchillo,
por merced de los ungüentos;  mi aposentador mayor  en casa de los más buenos,  repartidor de mis pestes  y …";JVC;17;ca. 1689;1689;PER;hombre;;Poesía;[Año ca. 1689, Perú, Poesía, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1249;casa;v; … el labrador la troje  para recoger el grano.  Si casa os da en que asistáis,  ha sido por compensaros,…;;17;ca. 1689;1689;PER;hombre;;Poesía;[Año ca. 1689, Perú, Poesía, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1250;casa;v; …heredáis, siendo hembra,  su ilustre e ingeniosa casa,  que no hay varones en los  mayorazgos de las al…;;17;ca. 1689;1689;PER;hombre;;Poesía;[Año ca. 1689, Perú, Poesía, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1251;casa;v; …dro de Utrilla, el cachorro,  dan en decir que se casa  segunda vez, porque está  casado con su ignoran…;;17;ca. 1689;1689;PER;hombre;;Poesía;[Año ca. 1689, Perú, Poesía, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1252;casa;v; …lguna alabança. Como el que quisiese entrando en casa de un príncipe que le hiziese este un favor sin …;ADB;17;1686;1686;MEX;hombre;;Prosa varia;[Año 1686, México, Prosa varia, CORDIAM];Válida;en;casa;de;ambiguo;
CORDIAM;1253;casa;v; …, porque quánto más esto lo ciñó, quedando en casa del padre como oprimido y atado de pies y de mano…;ADB;17;1686;1686;MEX;hombre;;Prosa varia;[Año 1686, México, Prosa varia, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1254;casa;v; …n este particular insufribles). ¿Pero estando en casa su marido? Aun más que vicio fue su incontinenci…;ADB;17;1686;1686;MEX;hombre;;Prosa varia;[Año 1686, México, Prosa varia, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;1255;casa;v; …n que primero entró como tres en sus personas en casa de Abrahán y después, apartados los dos ángele…;ADB;17;1688;1688;MEX;hombre;;Prosa varia;[Año 1688, México, Prosa varia, CORDIAM];Válida;en;casa;de;ambiguo;
CORDIAM;1256;casa;v; …sta la muerte. Porque habitó fuera de palacio en casa particular, leproso todo e incomunicable por el m…;ADB;17;1688;1688;MEX;hombre;;Prosa varia;[Año 1688, México, Prosa varia, CORDIAM];Mencionable;en;casa;adjetivo;estado;
CORDIAM;1257;casa;v; …partándolo del santuario y separándolo lexos en casa particular. Tuvo desacato y cara para hazerla a l…;ADB;17;1688;1688;MEX;hombre;;Prosa varia;[Año 1688, México, Prosa varia, CORDIAM];Mencionable;en;casa;adjetivo;estado;
CORDIAM;1258;casa;v;" … por lo añeja,  para espada, para queso,  vino a casa solariega;  púsose de veinticinco,  teniendo má…";JVC;17;ca. 1689;1689;PER;hombre;;Poesía;[Año ca. 1689, Perú, Poesía, CORDIAM];Mencionable;a;casa;adjetivo;movimiento;
CORDIAM;1259;casa;v; …si es que el dote la platea.  Quien por dinero se casa  lo echara yo a una galera,  por hacer usura de u…;JVC;17;ca. 1689;1689;PER;hombre;;Poesía;[Año ca. 1689, Perú, Poesía, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1260;casa;v; …esto es al contrario, si tu talle  sabes lucir en casa y en la calle.  Tendrás grande cuidado en la and…;JVC;17;ca. 1689;1689;PER;hombre;;Poesía;[Año ca. 1689, Perú, Poesía, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;1261;casa;v; …i la apuntala un gigante  del porte de tu nariz.  Casa es de la Compañía,  y te enteatinaste allí,  {…;JVC;17;ca. 1689;1689;PER;hombre;;Poesía;[Año ca. 1689, Perú, Poesía, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1262;casa;v; …tá en ella y aprendió / el officio de sastre en casa de Joseph de Paredes su amo. / Fuele preguntado s…;DLNEAT65;17;1690;1690;GUA;hombre;mestizo;Documentos jurídicos;[Año 1690, Guatemala, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1263;casa;v; …estado lo atrasado en todo, pues apenas a quedado casa em pie sin que se aya {f.3} arruinado pudiendo au…;;17;1690;1690;PER;hombre;español;Documentos entre particulares: cartas y otros;[Año 1690, Perú, Documentos entre particulares: cartas y otros, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;1264;casa;v; …salido gran maestra, y que haviendo /15 llegado a casa de esta denunçiante todas tres se fueron las dos…;DLNEAT66;17;1691;1691;GUA;hombre;s/d;Documentos jurídicos;[Año 1691, Guatemala, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;1265;casa;v; …estra Señora de Ysamal, / y que su posada era en casa del / yndio sacristán de la hermita de Nuestra S…;DLNECM100;17;1691;1691;MEX;hombre;s/d;Documentos jurídicos;[Año 1691, México, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1266;casa;v;le comprava en la plaza el maíz y lo / que avía de comer, con lo qual le dava de beber / y de comer a mediodía, y luego se despedía y no / le volvía a ver hasta el día siguiente. Y que el jueves / primero del corriente, por la mañana, a la hora /10 que el susodicho acostumbraba a casa de esta declarante, / y le embió a la plaza, y, aviendo vuelto / con la comida y lo demás nezesario, se estubo / en ella hasta el mediodía, que comió, y luego / se fue como siempre lo hazía.;DLNECM100;17;1691;1691;MEX;hombre;s/d;Documentos jurídicos;[Año 1691, México, Documentos jurídicos, CORDIAM];Válida;a;casa;de;ambiguo;Diría que movimiento, pero creo que falta un verbo
CORDIAM;1267;casa;v; …este testtigo se fue tras él y bio que entró en casa de la / dicha María Roteta por la puerta del pat…;DLNECM102;17;1691;1691;MEX;hombre;mestizo;Documentos jurídicos;[Año 1691, México, Documentos jurídicos, CORDIAM];Válida;en;casa;de;ambiguo;
CORDIAM;1268;casa;v; …mbre español, nombrado Gregorio, /10 que vive en casa de María Rotteta, negra libre, / andava solisita…;DLNECM103;17;1691;1691;MEX;hombre;s/d;Documentos jurídicos;[Año 1691, México, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1269;casa;v; …les persuaçiones se vençió la que declara / en casa de la dicha María Rottetta, y en un / aposentto …;DLNECM103;17;1691;1691;MEX;hombre;s/d;Documentos jurídicos;[Año 1691, México, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;1270;casa;v; Y que entonses llamó a la que declara /10 el dicho su amo, y, preguntándole cómo avía / sido, y díchoselo, le dixo al dicho hombre dixese / a su camarada fuese por los quatro pesos. Y a esta que / declara le dio unos asottes y paró con ella a casa / de la dicha María Rottetta —donde no vio lo lo que /15 pasó porque luego luego se salío—.;DLNECM103;17;1691;1691;MEX;hombre;s/d;Documentos jurídicos;[Año 1691, México, Documentos jurídicos, CORDIAM];Válida;a;casa;de;estado;parar, con a???
