ID_juntos;ID;Provincia;Enclave;COSERID;Ejemplo;Preposicion_anterior;Forma;Preposicion_de;Definitud_termino;Termino_tipo;Verbo;Observaciones;Búsqueda
169;60;Ciudad Real;Malagón;1414; I1 :  Sí, hombre. Los hijos estaban más con los padres.  I2 :  Los padres morían con los hijos.  I1 :   |T12| Los padres morían con los hijos y ahora se mueren en una residencia. Esas cosas están, eso, to eso..., to eso se ha acabao. Yo, yo... ya no me acuerdo por donde iba, me se va. ¡Ah!, de los estudios. [R-Vhc] Pues... quería yo ir al colegio, porque a mí ya, por eso yo de dos hijos que tengo, uno tiene un bar y ese estuvo estudiando, bien, bien, bien que iba bien con sus matemáticas y todo. Pero dijo que no estudiaba, no le gustaba y se agarró luego a en mi casa conmigo, pero ya se cansó de andar con las mulas cuando ya se empezó la gente a expatriar, ya a irse retirando y se fue con los camiones y eso. Ese tiene un bar. El otro que tengo, pues... es maestro, y... yo he aportao mucho con mis hijos pa que fueran al colegio, la verdá es esa, porque el pequeño, si yo no hubiera sido, pues tampoco sería. Y el otro cuántas riñas me costaría con él cuando se vino de [A-Inn] de Ciudad Real. Cuántas riñas me costaría con él, porque a mí estudiar me ha gustao mucho, pero resulta que mis padres no me han puesto al colegio, y yo era un chavalillo de ocho y nueve y diez años y me ponía en casa de don [NP] áhi en la plaza. Y una vez con una gorrita puesta, una boina, ¿tú sabes lo que es una boina? Una gorrita de esas puestas, un [A-Inn], porque ya ves, soy pequeño, ¿cómo sería entonces?   IE :  ¡Adiós!  I1 :  ¡Su permiso! Por la noche. ¡Permiso! Estaba áhi el maestro [A-Inn], pero era buena persona: «¡Pasa!, ¡pasa!». Paso allí, echo mano a mi gorra: «Buenas noches». «Vamos a ver que dice este hombre». [RISA] Me acuerdo perfectamente. Digo: «Mire usté, don [NP], que me han dicho que daba usté clase por la noche por... parte del gobierno» Que tenía la escuela el gobierno. Ponía así pa'l que quiere... Dice: «Pues sí». Digo «A ver si podía venir». Dice: «¿De quién eres?». Le di yo señas de mi padre. «Dile que venga mañana contigo». Se lo dije a mi padre, gruñendo, pero vino. Me quedé allí en la escuela. Llevé un cuadernito. El camarada primero, que le decían, con unos anillos pintaos [A-Inn] pintá en la pasta de la esta. Allí me daban le-, lección. Y allí había muchos de los que mejor podían en el pueblo. Esos sabían ya... pues no me veas. Y yo un ceporro allí, tonto, gracias que luego no he sío tonto pa eso, pero porque no fue a la escuela na más que..., porque me puse yo por mi cuenta. Entre to junto pos quizás cuatro o cinco meses. Y claro, yo escribir una carta a mi novia, se la he escrito muchas veces y ahora si tengo que escribir algo también. Y de cuentas pues ya te digo, aunque venda mucho, no me van a engañar. No sé más que multiplicar y restar y sumar, pero que es lo que se necesita para si se venden áhi kilos y kilos.  E1 :  Y ¿había que respetar antes mucho al maestro?, ¿o... el maestro era duro? ;en;casa;si;don + NP;NP;estado;;en a de casa de
170;211;Ciudad Real;Malagón;1414;I1 :  Vergüenza. Ya se lo dije una vez. Ya, pues sí que apreta, ¡qué vergüenza!, pero claro... [TOS] Procuraba uno decírselo delante la madre  E1 :  ¿Porque ayudaba más la madre?  I1 :   Hombre, la madre, se calla-... Si algunos había que se lo decían a su madre, porque se lo decíamos con más esto. Pero la madre a lo mejor decían: «Díselo, díselo tú a tu padre también». Ya te jodía, pero bueno, eso [RISA] se... [RISA] Eso se decía, y en fin se armaba ya poco a poco. Ya los padres iban a hablar de novia en casa de la novia. Iban a hablar. A lo mejor mi padre se lo dij- | se lo decía, amos mi padre, mi madre se lo decía a sus suegros, que eran los padres de mi padre, o a algunas de las hermanas que estuvieran más cercanas, igual que de este, el que fuera. «Que vamos a ir a hablar de boda de Fulanito, que quiere ya casarse». «Bueno, ¿cuándo?». «Pa tal día». ¡Hala! Allí que se presentaba seis o siete u ocho o diez, to la familia. Y en casa de la novia tenían allí, [R-Vhc] pos una, si podían unas pastejas o una botellita de bebida de algo. Y «¡Mira!, que... paece que estos... les está apretando muchos las caseras, que se quieren casar». Tenía que decir el padre del novio a la novia o la madre, si no tenía padre, pues la madre: «Mira, que paece que dicen que se quieren casar». [R-Vhc] De toas maneras tendremos que hacerlo, si no es ahora será más adelante, tendremos que hacerlo. Y claro pues a lo mejor el padre te decía: «Es que este año no puedo. Y la verdad ya se, ya se ha casao otro... y... fíjate que no puedo». Y a lo mejor, pues luego terminaban por decir: «De toas maneras hay que hacerlo, si podemos, como si no, habrá que prepararse los dineros de alguna manera para pagar el salón, el baile, [HS:E1 ¿Cómo se celebraba la boda?] [A-Inn] el banquete. Pos con chocolate. De tazas puestas. Se llenaba una taza y bollos, la mojabas allí en el chocolate y los bollos. Luego te daban un puñao de agarrapuñás, de agarrapuñás que eran como esas almendras que venden ahora encenagás de miel y de esas cosas. Eran las agarrapuñás, las membrillas blancas. Es lo que te daban, y vino.   E1 :  Sí.  I1 :  Y hasta luego [A-Inn].  E1 :  [RISA] Y ¿había baile o no? ;en;casa;si;definido;otro;ambiguo;;en a de casa de
171;61;Ciudad Real;Malagón;1414;I1 :  Vergüenza. Ya se lo dije una vez. Ya, pues sí que apreta, ¡qué vergüenza!, pero claro... [TOS] Procuraba uno decírselo delante la madre  E1 :  ¿Porque ayudaba más la madre?  I1 :   Hombre, la madre, se calla-... Si algunos había que se lo decían a su madre, porque se lo decíamos con más esto. Pero la madre a lo mejor decían: «Díselo, díselo tú a tu padre también». Ya te jodía, pero bueno, eso [RISA] se... [RISA] Eso se decía, y en fin se armaba ya poco a poco. Ya los padres iban a hablar de novia en casa de la novia. Iban a hablar. A lo mejor mi padre se lo dij- | se lo decía, amos mi padre, mi madre se lo decía a sus suegros, que eran los padres de mi padre, o a algunas de las hermanas que estuvieran más cercanas, igual que de este, el que fuera. «Que vamos a ir a hablar de boda de Fulanito, que quiere ya casarse». «Bueno, ¿cuándo?». «Pa tal día». ¡Hala! Allí que se presentaba seis o siete u ocho o diez, to la familia. Y en casa de la novia tenían allí, [R-Vhc] pos una, si podían unas pastejas o una botellita de bebida de algo. Y «¡Mira!, que... paece que estos... les está apretando muchos las caseras, que se quieren casar». Tenía que decir el padre del novio a la novia o la madre, si no tenía padre, pues la madre: «Mira, que paece que dicen que se quieren casar». [R-Vhc] De toas maneras tendremos que hacerlo, si no es ahora será más adelante, tendremos que hacerlo. Y claro pues a lo mejor el padre te decía: «Es que este año no puedo. Y la verdad ya se, ya se ha casao otro... y... fíjate que no puedo». Y a lo mejor, pues luego terminaban por decir: «De toas maneras hay que hacerlo, si podemos, como si no, habrá que prepararse los dineros de alguna manera para pagar el salón, el baile, [HS:E1 ¿Cómo se celebraba la boda?] [A-Inn] el banquete. Pos con chocolate. De tazas puestas. Se llenaba una taza y bollos, la mojabas allí en el chocolate y los bollos. Luego te daban un puñao de agarrapuñás, de agarrapuñás que eran como esas almendras que venden ahora encenagás de miel y de esas cosas. Eran las agarrapuñás, las membrillas blancas. Es lo que te daban, y vino.   E1 :  Sí.  I1 :  Y hasta luego [A-Inn].  E1 :  [RISA] Y ¿había baile o no? ;en;casa;si;definido;otro;estado;;en a de casa de
172;62;Ciudad Real;Malagón;1414;I1 :  Las autoridades van. El cura va detrás y luego las autoridades, la gente alumbrando por las ceras, una fila larguísima, en fin, cosas. Eso está legalizado en tos los pueblos, va bien así. Pero hay un pueblo más que que en otros, ¿comprendes? Así que eso os hemos contao de la agricult- | aceituna.  E1 :  |T6| ¿Aceituna hay aquí?  I1 :   Aceituna hay mucha aquí. Tonces se tendían las mantas, tonces, hace años en vez de llevar ahora que se llevan dos mantas de doce metros cada una, por seis o siete de ancha, que llegan de aquí a donde termina esta embaldosao. Y el olivo es ese que hay áhi. ¿Comprendes? A un lao se pone una, al otro otra. Con dos mantas es suficiente. Y entonces para cubrir ese olivo pues se llevan diez doce mantas. Yo me acuerdo áhi en casa de mi suegra en una aldea, que se llevaban diez o doce mantas de esas, y iban dos personas mudándolas, se pegaban una inflá de mudar mantas... ¿Sabes? Eso era, y...   E1 :  ¿No tenían ayuda? O ¿cómo?  I1 :  ¡Coño! Si se avisaba a gente sí o... yo quería ir a ayudarte a ti si tenías olivo y yo te echaba un día o dos, tres, cuatro. ;en;casa;si;definido;parentesco;estado;;en a de casa de
173;63;Ciudad Real;Porzuna;1417; I1 :  Pues nada eh por ejemplo... ibas a matar, siempre se mataba un sábado.  E1 :  [Asent]. ¿Por qué?  I1 :   Pos porque el domingo no tenías que trabajar [HS:E1 [Asent].] y entonces decías ...| y entonces eran fiestas es lo que se hacían fiestas en los pueblos. Decías: «Mira». Ibas en casa de tu cuñao, tu hermano, tu tío, tu primo o tu vecino. «Mira que vengo a invitar pa que vayáis mañana a ayudarme a matar el guarro que vamos a matar el guarro y entonces pues venían uno o dos: tu cuñao o el hermano y, ponías comida pa todos. Antes se hacían bailes con la guitarra, con la bandurria, en la, en las matanzas. [HS:E1 [Asent].] Invitabas a tu | ... las chicas invitaban a las amigas y... Era lo que había, no había otra cosa, no había discotecas. [RISAS]   E1 :  ¿Y, y era tradición invitar a qué? Porque cuan | el día que se matase, hay unas cosas que se comen antes que otras, ¿no?, ¿o cómo es eso?  I1 :  ¿Cómo unas cosas antes que otras? ;en;casa;si;definido;parentesco;movimiento;;en a de casa de
174;64;Ciudad Real;Porzuna;1417;"E1 :  Y usted ese reloj, todavía tiene el reloj, claro.  I1 :  Yo, sí.  E1 :  ¿Y qué era tradición más el reloj o el...?  I1 :   Bueno había una... ya te digo que depende del capital, [HS:E1 [A-Inn]] de cómo era el | la parte del novio y la parte de la novia; si andabas mal, pos no regalabas nada, si andabas bien, pos le regalabas el reló, a lo mejor ella a ti también y tú a ella, o los padres al ir a pedirla llevaban un regalo, al ir a pedirla ya que... pos a lo mejor esta ­| indagabas una conversación: «Que nos vamos a casar, hay que decírselo a los padres». Entonces los padres del novio iban en casa de la novia a hablar con los padres. La novia decía a los padres: «Que mañana, sábado, van a venir los padres de mi novio a pedir...| a acordar la fecha de la boda y todo eso». Y entonces pos se iban el padre, la madre, los hermanos, los amigos, y en la casa de la novia pos tenían como una fiesta, una invitación, y iban y ya tomaban relación los padres del novio y la novia y decían: «Bueno, pues ¿a ver? Pos mira que se quieren casar pa tal fecha». Y ya cuando iban ahí ya sabían la fecha que habían indicao los novios para... | querían casar. Y entonces ya decían la fecha y en fin... [HS:E1 [Asent].] Más bonito que ahora.   E1 :  ¿Y había... por ejemplo, la novia llevaba ajuar o...?  I1 :  Claro, llevaba el dote. ";en;casa;si;definido;parentesco;movimiento;;en a de casa de
175;65;Ciudad Real;Argamasilla de Alba;1404; I1 :  Les he contado, pero no son hijos. Tengo dos hijas, dos hijas y les he contao muchas veces estas cosas y dicen: «Tú eres mu raro, tú has pasao calamidades», tú no tanto porque es que se, se pasaron | cuando terminó la guerra, pues claro había mu poco trabajo.  E1 :  O sea, sus hijas eso lo conocen por usted que...  I1 :   Ellas conocen lo que yo he dicho de, de mi vida anterior, hasta ahora. Están ya casadas, porque ya tienen una edad ya, la que más corta de edad es y se casó el año pasao, la otra lleva ya pues, catorce años o más, se llevan mucha | mucho tiempo.Y, ya digo, pues yo muchas veces hemos estao, pues, en casa de, de mis padres, de mis abuelos, pues resulta que éramos siete de familia. Y mi padre no trabajaba porque terminó la guerra y les avisaban a los más nuevos porque rendían más y los viejos los iban dejando atrás.   E1 :  |T13| Su padre, ¿usted lo recuerda como muy | con mucha autoridad?  I1 :  Pues sí, eso sí, con mucho respeto y mucha autoridad. ;en;casa;si;definido;parentesco;estado;;en a de casa de
176;66;Ciudad Real;Argamasilla de Alba;1404;I1 :  Había conversación ni se hacía conversación ninguna durante toa la película pues no hubo, no hubo nada, ni esto ni lo otro. [RISAS]  E2 :  No había nada que rascar.  I1 :   Pues ya salimos de | del cine y ya era tarde porque era por la tarde, ya casi anochecío y y nos fuimos a casa de la chica esta.   I2 :  No era mu joven, yo ya tenía veintidós años.  I1 :  No y yo ya tenía... ;a;casa;si;definido;otro;movimiento;;en a de casa de
177;67;Ciudad Real;Argamasilla de Alba;1404;I1 :  Cosas de postre y tenía ella dos o tres que la querían.  E1 :  Anda. O sea que estaba, estaba usted pretendida.  I1 :   Y resulta que como yo pasaba aquí con los muchachos, pues claro, ella salía y yo no me iba a salir. Pero ya un día pues dije, yo no voy a entrar, yo no me voy a quedar por aquí por la esquina y cuando salga | que muchas veces salía sola y otras veces salía con cualquier, cualquier vecina, por no ir sola para que saliera acompañá, que antes no se podía salir así una mujer sola a cualquier sitio. Pues resulta que salió esta y yo estaba en la esquina y había aquí dos o tres y esperando, al que saliera primero pues salía con ella, pero yo me adelanté, yo me vine por aquí, no, si vosotros sos vais a enterar, ya retrasaos. Y na más que salí por aquí pues me acerqué a ella y digo: «¿Dónde vas?». Ella no me contestaba y digo: «¿Dónde vas?». Y ya echó a andar y yo detrás de ella y los otros [A-Inn] claro, se quedaron los hombres se quedaron en la esquina y fuimos a la frutería y yo pues no pasé, me quedé allí hasta que ella pidió no sé cuánto y no sé cuánto, y ya la que vendía era muy licenciaota, dice: «¿Quén ha venío contigo?», dice: « [NP], ¿es que vienes acompañá?». Dice: «No», dice: «Hay uno que se ha acercao a mí pero yo no, no quiero saber na». Pues ya compra lo que compró y dice: « [NP], ya me voy». Y ella se asoma en la puerta para ver quién, quién era y me conoció y venía mucho aquí a casa de de mi, la decían la [NP] la de o la valen-, la valenciana, la valenciana. Bueno, pues yo ya la acompañé ese, esa noche que era ya tardecillo y yo pues toas las noches venía por aquí pa ver si había algún...   E2 :  A vigilar, ¿eh?  I1 :  Alguna salida y muchos días pues salía o no salía y ya dos o tres veces pues la acompañé y ya se enteraron aquí. ;a;casa;si;definido;NA;movimiento;;en a de casa de
178;68;Ciudad Real;Argamasilla de Alba;1404;I1 :  «Si a los dos días vas a...» | pues entonces eso era mu mirao el ser uno novio y luego dejátela o sea ha sío novia ya con fulano, eso era un | ya esa se quedaba muy atrás, muy atrás ya y se casaba o no se casaba porque eso se...  E2 :  Se quedaba para monja, ¿no?  I1 :   Se miraba mucho y me dijo eso y dice: «Oye», dice: «Eso lo piensas bien que ya sabes que aquí la vida que hemos traído pues ha sío más de amigos y más que amigos». Pues yo te digo que como antes pasabas, no se estilaba entonces pasar, allá pa cuando los señoritos pasaba uno a casa de la novia.   E1 :  Sí. Claro.  I1 :  Dice: «Pues si tú lo has pensao bien pues aquí...».  E2 :  Se miraba mucho lo del dinero, ¿no? ;a;casa;si;definido;otro;movimiento;;en a de casa de
179;69;Córdoba;Cañete de las Torres;1517;" E1 :  permiso a... [HS:I1 Sí.]  su padre también?  I1 :  Pero no fue a mi casa.  E1 :  [Asent].  I1 :   Estaba en un sitio que le decían en el Paseo Juan Miguel, y en un piso que han hecho nuevo, enfrente, que decían... El Moreno. Y taba mi padre, y había dos bares,  y vio mi marío a mi padre y salió al encuentro. Porque mi padre dormía en casa de esa señora que sos dicho, rica. [HS:E1 Ah.] y se lo dijo y dice: ""Bueno, pero te voy a decí una cosa, ya tenéis edá, eh, que... los dos. Chis, que en mi casa se acuestan temprano, vaya que tú... estés allí hasta las tantas."" [RISAS] Sí, mi padre hablaba como yo, mu... mu fuerte. Su... su padre de [NP], lo llevaba mi marío en un remolque a San Isidro, a la romería, y [NP], el carpintero, y sus mujeres. Los cuatro iban, solos, y fueron un año to el camino los cuatro: ""[NP] , [NP] , [NP] "", [RISA], como mi marío se llama [NP], dice [NP]: ""Qué año más bueno he echao"". Llevaban mu buenas comidas, los dos matrimonios, lo pasaban ellos bien y decían: ""Anda ya, va en un coche y antes que salgan pos la carroza"", y lo llevaba [NP]. Sí.   E1 :  |T6|Sobre la aceituna nos podía contar cómo se cogía... [HS:I1 Sí.]   I1 :  Pues la aceituna, ahora ya hay munchas cosas, pero lo antiguamente era lo primero poné los fardos. Los fardos tienes que sabé ponelos porque si lo pones aquí ahora das palos y va pa allá. Tienes que ponerlos tos alrededó, sobre to onde esté la... la rama que tenga más, le pones uno grande pa que caiga, y le pones otro chicuelo para que no vaya, porque hoy no se, no se coge del suelo aceituna, hoy na más que la que cae en el fardo, pero antiguamente había que cogela toa, y sin guantes ni na. Media bellota, le sacabas las canes a la bellota y eso era lo que te ponías cuando ya tenías grietas y to. [Rndo: Y estas no saben lo que hemos pasao]. Se cogía... y entre dos mujeres que un año ya... hasta sola, lleva los esportones del fardo, lavas el esportón, te las cargas al hombro y las llevas a la limpia. ¿Sabeis lo que es la limpia? [HS:E No.] ¿No? Pues la limpia es una cosa asín de ancha, de alambre a lo largo y un filo de madera asín de alto, pa que no se salga. Aquí atrás, arriba, tiene una mortaja la madera y tiene una tabla porque si no cuando echas el esportón, se va toa pa abajo. Y allí había un hombre que hacía de la limpia y levantaba un poquito la tabla y caía la aceituna a un esportón abajo. Cuando el esportón estaba ya casi lleno, decía: ""No eches más"", y entre los dos vaciaban el esportón en los sacos, porque entonces eran sacos. Sí. Y también antes había cerillos de esparto. [HS:E [Asent].] De esparto había cerillos. Yo conocí los cerillos y los sacos. Esto moderno de ahora que, que va... y va cayendo a la... eso no era.  ";en;casa;si;definido;otro;estado;;en a de casa de
180;70;Córdoba;Cañete de las Torres;1517;"I1 :  la visita. No había ni beneficencia, ni... esto de ahora de la Seguridá Sociá, nada. [HS:E2 [Asent].] Cada visita tenías que pagarla y suponte... que te tuvieran que operá. A vé, to'l mundo no tiene pa pagá una operación. [HS:E2 [Asent].] Por eso mos moríamos y ahora duramos más.  E4 :  |T2|Y miel, ¿hacían aquí?  I1 :   Mi-, ¿el qué? [HS:E4 Miel.] Miel í, yo la he hecho. Pero yo no, en casa de la señora.   E4 :  ¿Y cómo era el proceso?  I1 :  Mira, hay... bueno, ya en Montora hay una fábrica y he ido yo de excursión, y yo le, explicaba: ""[NP], mire usté, yo le hacía así, así, así"", dice: ""Asín empecé yo"". Ya son máquinas grandes, era un extractó, como un bidón. Llevaba una cosa abierta, le metía unos cuadros, asín, que es el que tiene la, [OTRAS-EM] la, el, el paná en la colmena, unos cuadros. Los cuadros, lo primero que había que hacé es... meté los cuchillos, unos cuchillos asín de anchos, en una lechera hirviendo, porque lleva cera y con el cuchillo le hacía así y le quitaba finito, finito to lo cera. Y ese cuadro lo metía en un... chisme de aquellos. Otro de [A-Inn] con una manivela la daba. Mira, y hacíamos una mié, pero no te vayas a creé que era una olla de mié. Unas tinajas que su padre de... esta lo puede decí, pa vendé a vé. Vendíamos y to. ";en;casa;si;definido;otro;estado;;en a de casa de
181;71;Córdoba;Aquilar de la Frontera;1503;" I2 :  Eh, la... [OTRAS-EM] la verdura, el tomate, que es lo que es eso, que era... embotellao que se llamaba... al baño maría, o sea, [OTRAS-EM] hervío; lo... no... ese tomate no se puede lavá. Lo tienes que pelá limpiándolo; no se puede echá agua. [R-Prt] Lo | bueno, este sí. El que es al baño, unos que hacía, pero no estaban tan buenos, con unos polvos que había en aquellos años. Los hacía en croché | conserva, también, con polvos porque era... [OTRAS-EM] más cómodo que el de | poque los otros tenías que pelarlo los | trocearlos, meterlos en botes | de hecho, yo tengo... | ayé hice yo tomates fritos y es de ahora dos años, ¿sabes? Y tengo algunos botes todavía [R-Prt] guardaos de que... tuvo mi marío un huerto y... había muchos tomates y me daba lástima tirarlos y entonces los conservaba. Entonces los... lavas, los troceas, los | pelaos y... le pones unas gotitas aceite por encima, lo tapas muy bien, muy bien y lo hierves y tienen que estar hirviendo [R-Prt] ta- | con el agua tapá, a lo mejó una olla grande y con | tapao pues..., pues no sé te puedo decí si quince o veinte minutos hirviendo. Y ya te dura el tomate | te digo que tengo yo de ahora dos años; tengo todavía algunos botes, sí. Y eso es lo que hacíamos allí. [OTRAS-EM] La carne, los lomos, por ejemplo, los freía con aceite [R-Prt] y los echaba en unas orzas grandes y se ponía como manteca, se ponía, y te se conservaba poque, claro, no había neveras. Allí no había neveras y..., y asín se conservaban... el lomo, las morcillas no tenías que | poque la morcilla una vez que las haces, las cueces y las cuelgas y se seca; están sequitas y los chorizos iguá te dura | los chorizos también mi suegra, también los freía y los echaba [R-Prt] en orzas, pa eso, pa los desayunos, pa... un día que hicieron potaje, ¿no? En fín, que sí, que comida, gracias a Diós, no faltó..., no faltó. Pero fueron años malos. [HS:E1 [Asent].] Hubo gente que pasó mucha hambre. Fueron unos años mu malos. [R-Vhc] Y, y hoy, gracias a Dios , pues... [HS:E1 [Asent].] tenemos de todo y tiramos, ¿verdá?, demasiao. Nos quejamos pero yo creo que..., que es demasiao. [HS:E1 [Asent].] En fin...  E1 :  |T2| ¿Y pan hacían?  I2 :   [OTRAS-EM] en casa de mi suegra se hacía; en mis padres, no. Mis padres iban... | vivíamos muy cerquita de la carretera a Puente Gení, ¿sabes?, mu [HS:E1 [Asent].] cerquita; y iban panaeros a llevarmos el pan. Comprábamos el pan tierno diariamente.   E1 :  Es que nos ha dicho su marido que su abuelo...  I2 :  Lo hacía. Su abuelo, [HS:E1 Sí que lo hacía.] sí. Su abuelo lo hacía. [OTRAS-EM] Cuando yo me casé y... me fui a viví con ellos, ya llevaban años que no..., no lo hacían, ¿sabes? Pero su abuelo lo hacía, sí. ";en;casa;si;definido;parentesco;estado;;en a de casa de
182;72;Cuenca;Cardenete;1607; I1 :  Ella me parece que es rusa.  I4 :  Ru-, rumana.  I5 :  Rumanos.  I1 :  Ah, rumana, yo pensaba que era rusa.  I4 :   Y la chica esa que está en casa de la [NP], esa también es muy maja, ¿verdad?   I1 :  Ah, sí.  I5 :  Ayer se casó otro aquí con otra extranjera.  I1 :  Na, que se juntó [A-Inn] novio. ;en;casa;si;art + NP;NP;estado;;en a de casa de
183;73;Cuenca;Belmonte;1603; I :  No, no eso no porque de que ya... bueno, que yo ya he vivío más bien pa esta vida que pa la otra, porque pa la otra yo iba a un taller y yo... no estaba...  E2 :  Y... ¿En qué, en qué ha cambiado la vida de antes con la de ahora? Por ejemplo, usted con lo que hacía antes y con lo que hace ahora ¿cómo ve la diferencia?  I :   Mucha, mucha, mucho. Yo ha cambiao, ya digo, de to, de to, de to, de to, de todo ha cambiao. [PS] Ha cambiao porque eso, porque antes tú no eras niña de contestarle a una persona mayor. Tú no podías hacer así ninguna cosa así, decir | porque todo se sabía porque... y si tenían que de ir los guardias a casa de uno a regañarle si... pos tamién lo hacían, sí. Pero yo lo he visto ya en esta época. En esta época de amenazarle que te vi a decir, al cura pero [TOS] ponerle un letrero así largo con la flecha incliná adonde vivía el cura y después ya hacían así [G-Mst]. Así como diciendo que le iban a cortar el cuello, que luego los, los pillaron pero...   E1 :  Usted cree que...  I :  Y subir al cementerio a hacer fechorías en el cementerio tamién eso a... no hace tanto, hace a lo mejor cosa de... cuatro o cinco años. ;a;casa;si;pronombre indefindo;pronombre;movimiento;;en a de casa de
184;74;Fuerteventura;Punta Jandía (Jandía);5214; I1 :   Ellos se juntan cuando les parece. [RISAS]   E1 :   Y la invitan a usted.  I1 :    Ellos así, o van a mi casa o vamos a casa de mi hija, y sí... No, sí tenemos buena... relación.   E1 :   Viven todos cerquita. [HS:I1 Sí,]   I1 :   gracias a Dios. ;a;casa;si;definido;parentesco;movimiento;;en a de casa de
185;75;Granada;Ventorros de San José (Loja);1838; I1 :  Sí, algunas veces. Las madres iban casi siempre porque no querían dejalas solas a las niñicas. [RISA]  E2 :  Pero, igual...  I1 :  ¿Eh?  E2 :  Igual...  I1 :  Ya...  E2 :  Y, cómo... si, si, por ejemplo, si, si se gustaban, ¿qué, qué tenían que hacer? ¿O cómo..., [HS:I1 [RISA]] cómo se acercaban?  I1 :   Pues luego... se acercaban desde... Ellos ya tenían el asunto preparao, pues iba el novio a casa de... la novia y le pedía permiso al F5| padre.   E2 :  [OTRAS-EM]  I1 :  «Pues mire usted que, que nos bemos entrevistao yo y su niña». Y, el padre, pues: «Mira, si vienes con buenas cuentas, sigue». Hombre, siempre que tuvieran tiempo, siquiera dieciocho años o por ahí, [HS:E2 Ah...] mientras no, no  E2 :  Si tuvieran la edad... ;a;casa;si;definido;otro;movimiento;;en a de casa de
186;212;Granada;Puebla de Don Fadrique;1838;" I1 :  Nosotros teníamos un pastor, [Rndo: que se lo voy a contar], [RISA] que yo decía ---se echaba la merienda en un zurrón, que e-..., como ahora llevan los bolsos esos que llevan a las espaldas, así lo llevaba el pastor, bueno, los pastores--- y yo decía: ""Yo no me [A-PIn: comería] el pan del..., de llevalo ahí, en el zurrón ese metío, yo no me lo comía"", cuando yo era más chica. Y un día se echó una coscorra, porque yo le quitaba las coscorrasal pan, porque me gustabamucho [Rndo: las coscorras]. Y un día ¿qué hizo? Empezar un pan y echarse una coscorra en el pa-..., en el horn-... ese, en el zurrón, y cuando vino, pues lo dejó en el cajón. Como a mí tanto me gustaba las coscorras, pues me lo comí. Dice: ""¿No decías que no te comías el pan del zurrón?"", digo: ""Y no me lo como""; dice: ""Porque te has comido [A-PIn: la mía] del zurrón"". Y se llevaba..., los pobrecicos los pastores y los muleros y tos se llevaban el pan y la comida en el zurrón y la tenían to el día metía en el zurrón.  E1 :  ¿Y qué se llevaban para comer además del pan?  I1 :   Pues se llevaban, en casa de mi madre, bueno, en tos sitios sería igual, pero en casa de mi madre le ponía: el plato de los chorizos, el plato del queso, porque tenía-..., hacíamos mucho queso, y se lo ponía to encima de la mesa y ellos se echaban lo que querían, pa llevárselo a comer. Entonces había mucho pan d'higo.    E1 :  ¿Sí?  I1 :  Sí, mucho. Al terminarse la guerra, estaba la cosa escasa.    E1 :  ¿Sí?  I1 :  Y ellos se echaban pan d'higo también, se cortaban un trocico de pan d'higo, se lo echaban, tocino frito también, to esas cosas. Y mi madre nunca le echaba la merienda, mi madre les ponía to las cosas encima de la mesa y ellos se echaban lo que querían. ";en;casa;si;definido;parentesco;estado;;en a de casa de
187;76;Granada;Puebla de Don Fadrique;1838;" I1 :  Nosotros teníamos un pastor, [Rndo: que se lo voy a contar], [RISA] que yo decía ---se echaba la merienda en un zurrón, que e-..., como ahora llevan los bolsos esos que llevan a las espaldas, así lo llevaba el pastor, bueno, los pastores--- y yo decía: ""Yo no me [A-PIn: comería] el pan del..., de llevalo ahí, en el zurrón ese metío, yo no me lo comía"", cuando yo era más chica. Y un día se echó una coscorra, porque yo le quitaba las coscorrasal pan, porque me gustabamucho [Rndo: las coscorras]. Y un día ¿qué hizo? Empezar un pan y echarse una coscorra en el pa-..., en el horn-... ese, en el zurrón, y cuando vino, pues lo dejó en el cajón. Como a mí tanto me gustaba las coscorras, pues me lo comí. Dice: ""¿No decías que no te comías el pan del zurrón?"", digo: ""Y no me lo como""; dice: ""Porque te has comido [A-PIn: la mía] del zurrón"". Y se llevaba..., los pobrecicos los pastores y los muleros y tos se llevaban el pan y la comida en el zurrón y la tenían to el día metía en el zurrón.  E1 :  ¿Y qué se llevaban para comer además del pan?  I1 :   Pues se llevaban, en casa de mi madre, bueno, en tos sitios sería igual, pero en casa de mi madre le ponía: el plato de los chorizos, el plato del queso, porque tenía-..., hacíamos mucho queso, y se lo ponía to encima de la mesa y ellos se echaban lo que querían, pa llevárselo a comer. Entonces había mucho pan d'higo.    E1 :  ¿Sí?  I1 :  Sí, mucho. Al terminarse la guerra, estaba la cosa escasa.    E1 :  ¿Sí?  I1 :  Y ellos se echaban pan d'higo también, se cortaban un trocico de pan d'higo, se lo echaban, tocino frito también, to esas cosas. Y mi madre nunca le echaba la merienda, mi madre les ponía to las cosas encima de la mesa y ellos se echaban lo que querían. ";en;casa;si;definido;parentesco;estado;;en a de casa de
